tif_name,tif_year,tif_number,property_tax_extraction,expenses,transfers_in,transfers_out,distribution,fund_balance_end
Central West,2017,86,21193430,21260487,0,0,0,68956402
Fullerton/Milwaukee,2017,87,7060952,9973789,0,0,0,14718843
Lawrence/Kedzie,2017,88,6490963,13402130,0,0,0,9118002
Midway Industrial Corridor,2017,89,10291977,452626,0,1156208,0,13178042
Peterson/Cicero,2017,90,471894,120744,0,0,195000,2785038
Peterson/Pulaski,2017,91,1107221,20409,0,0,697000,6973801
Greater Southwest Industrial Corridor (West),2017,92,152691,55525,0,0,134000,3924386
South Chicago,2017,93,1173058,475938,0,0,167000,6928209
Chicago/Kingsbury,2017,94,21896129,878074,0,0,50000000,39812669
Midwest,2017,95,15613854,12298540,2250000,3493570,0,42340635
Cicero/Archer,2017,96,580960,1338309,0,0,38800,4509463
51st/Archer,2017,97,749666,6102182,3003134,0,0,6832932
63rd/Pulaski,2017,98,1402877,81274,0,1846926,0,3976311
Archer/Central,2017,99,228823,638561,0,0,13800,1381945
Ohio/Wabash,2017,100,1812871,1683599,0,0,0,1818379
Jefferson/Roosevelt,2017,101,5904320,996411,0,0,11000000,6589306
Montclare,2017,102,301837,185597,0,0,17900,611081
Lake Calumet Area Industrial,2017,103,2309151,673077,34000,400000,0,9867998
River West,2017,104,16640646,2785130,0,0,11000000,62657054
53rd Street,2017,105,3521069,3524904,0,0,0,5827922
Englewood Neighborhood,2017,106,3916434,1165837,0,45883,365100,21738931
Division/Homan,2017,107,1186368,2067488,0,0,68100,5704313
Humboldt Park Commercial,2017,108,3416063,966231,0,0,198600,11009827
Lawrence/Broadway,2017,109,3714352,2516451,0,575800,5000000,11091208
Wilson Yard,2017,110,7260291,6705975,0,0,0,14658938
105th/Vincennes,2017,111,1190748,22261,0,0,0,2196176
79th Street/Southwest Highway,2017,112,1073599,891085,0,0,2544000,6940243
Roseland/Michigan,2017,113,341769,9199,0,233186,0,1306060
119th and Halsted,2017,114,1176017,413129,0,0,68100,3540098
Chicago/Central Park,2017,115,5640775,17255380,7531473,0,0,35431819
Lawrence/Pulaski,2017,116,1212211,1900169,0,0,77300,5507389
47th/Ashland,2017,117,2227330,3367569,0,0,0,9831695
47th/King Drive,2017,118,6883489,5680645,0,300000,440000,21817862
Lakefront,2017,119,390025,248067,0,0,0,1021128
47th/Halsted,2017,121,2920143,2644702,0,2500000,0,12601035
Drexel Boulevard,2017,122,358214,0,0,0,500000,497602
Avalon Park/South Shore,2017,123,330173,18625,0,0,0,2351478
67th/Cicero,2017,124,35567,176571,0,0,15900,1680684
119th/I-57,2017,125,4572379,1980989,0,0,222700,8425238
Madden/Wells,2017,126,1101175,706620,0,0,0,4871528
87th/Cottage Grove,2017,127,1553795,626291,0,1892677,0,2319041
Commercial Avenue,2017,128,984274,66553,0,0,52500,7624392
Diversey/Narragansett,2017,129,1406381,1605855,0,0,122600,3669119
Edgewater/Ashland,2017,130,1151739,21027,0,0,0,3982261
35th/State,2017,131,2641807,1669534,0,0,0,2217603
83rd/Stewart,2017,133,913655,967505,0,0,0,1371574
Devon/Sheridan,2017,134,119196,1937,0,0,0,3853079
Pratt/Ridge Industrial Park Conservation Area,2017,135,346404,8467,0,0,0,1374118
47th/State,2017,136,1380662,30847,0,0,194000,12410914
Ravenswood Corridor,2017,139,1457769,283624,0,0,5500000,1819872
79th/Cicero,2017,140,266413,455828,0,0,31300,671922
26th and King Drive,2017,141,834188,659176,0,0,0,1381160
Western Avenue/Rock Island,2017,142,663934,2486571,1500000,0,0,1021852
63rd/Ashland,2017,143,913482,401800,0,0,70100,4852058
Harrison/Central,2017,144,319077,295716,576000,0,0,1266286
73rd/University,2017,145,322434,17154,0,0,20900,1272146
Touhy/Western,2017,146,321536,2400792,1940921,0,0,3740348
LaSalle Central,2017,147,35644502,26047388,0,0,15000000,49982793
Harlem Industrial Park Conservation Area,2017,148,-706,14216,0,0,0,418731
Stevenson/Brighton,2017,149,1872409,4542954,0,0,0,1841312
Addison South,2017,150,3578315,4251139,0,350000,212900,11226574
Armitage/Pulaski,2017,151,126230,62747,0,0,0,907630
Little Village Industrial Corridor,2017,152,-395,6007,0,0,0,1246704
Elston/Armstrong Industrial Corridor,2017,153,387616,202681,0,0,17000,971841
Pershing/King,2017,154,0,3951,0,0,0,167414
79th/Vincennes,2017,155,94910,5676,0,0,6000,1787729
Austin Commercial,2017,156,701734,737123,0,0,41200,4496945
Hollywood/Sheridan,2017,157,11590,496384,575800,0,0,1118591
Weed/Freemont,2017,158,818305,665251,0,0,0,1259517
Kennedy/Kimball,2017,160,7671,3813,0,0,0,390884
Ogden/Pulaski,2017,161,-27612,273862,1000000,0,0,4127976
Archer/Western,2017,163,20544,2917,0,0,0,700652
Little Village East,2017,164,-92,6254,0,0,0,361738
Irving Park/Elston,2017,165,-1864,2588,0,0,0,458821
North Pullman,2017,166,776261,1059825,233186,0,0,1770487
Avondale,2017,167,1491,189098,1900000,0,0,2409110
Ewing Avenue,2017,169,211794,1413826,0,0,0,256994
Chicago Lakeside Development Ph.1,2017,170,0,0,0,0,0,0
West Woodlawn,2017,171,111,189919,0,0,0,301671
Randolph/Wells,2017,172,484830,468811,0,0,0,705098
Montrose/Clarendon,2017,173,178392,6139,0,0,0,804222
67th/Wentworth,2017,174,0,0,0,0,0,624731
51st/Lake Park,2017,175,194152,4529,0,0,0,187824
107th/Halsted,2017,176,707201,55285,0,0,0,2081558
Foster/California,2017,177,24229,937193,926666,0,0,23200
Washington Park,2017,178,401366,8915,300000,0,0,805093
Diversey/Chicago River,2017,179,0,0,350000,0,0,345375
Red Purple Modernization Phase One (Transit TIF),2017,180,8333898,118875,0,0,0,8154208
35th/Halsted,2018,1,8659118,1899028,0,0,6275200,28904728
41st/King,2018,2,206032,173489,0,0,1309226,0
49th Street/St. Lawrence Avenue,2018,4,465973,176422,0,0,127100,1641443
60th and Western,2018,5,254863,5897,0,0,13700,1861181
95th and Western,2018,9,1221138,169065,0,1000000,0,1987306
Bryn Mawr/Broadway,2018,13,2361236,10485540,0,0,1138200,5626821
Englewood Mall,2018,21,1060813,15231,0,0,0,4113740
Goose Island,2018,23,6556364,5831039,0,0,1030100,15063037
Homan-Arthington,2018,24,775390,1028548,0,0,52100,3249351
Irving/Cicero,2018,27,873011,0,0,0,437000,2120418
Lincoln-Belmont-Ashland,2018,28,1140015,696311,0,0,1350820,0
Michigan/Cermak,2018,29,1871123,115998,0,0,3000000,6344105
Near North,2018,30,33785985,7224212,0,0,5805100,87184078
North Branch (North),2018,33,6536401,788936,0,0,1739500,20002096
North Branch (South),2018,34,12267939,495859,0,0,1685000,42726830
North-Cicero,2018,35,2250355,31385,0,0,348000,7170288
Read-Dunning,2018,36,2486981,4450749,1700000,500000,5700640,0
River South,2018,37,31707329,36587034,41000000,0,0,79780759
Roosevelt/Cicero,2018,38,3575404,335180,0,0,636800,13636864
Sanitary Drainage and Ship Canal,2018,42,887464,12790,0,0,0,2449630
Stockyards Annex,2018,43,1932172,195567,0,0,1047900,6975299
Stockyards Southeast Quadrant Industrial,2018,45,1889945,30206,0,0,1236900,5839650
Western/Ogden,2018,48,10971584,1891228,0,5500000,6459500,28830985
Kinzie Industrial Corridor,2018,52,44057698,27751066,0,18730088,0,95678423
Pilsen Industrial Corridor,2018,53,17666066,7484407,0,0,6830200,45727431
Stony Island Avenue Commercial and Burnside Industrial Corridors,2018,54,4086967,1858570,0,1822797,0,7931788
43rd/Cottage Grove,2018,55,3780170,2238539,0,0,612200,14273179
79th Street Corridor,2018,56,969073,127914,0,0,72800,7118708
Jefferson Park Business District,2018,57,1273810,133866,0,0,81900,6576330
Portage Park,2018,58,3072230,441325,0,0,164700,12201553
Calumet Avenue/Cermak Road,2018,59,12820529,2408626,0,0,20859605,0
71st/Stony Island,2018,60,3400461,8552710,5565642,0,0,16195797
Bronzeville,2018,61,4326561,334453,400000,0,500000,23028967
Roosevelt/Racine,2018,62,2056810,4475555,1000000,0,0,4926758
Canal/Congress,2018,63,35344020,12623946,7300000,41000000,23000000,36867939
Northwest Industrial Corridor,2018,64,9058076,12104115,0,5087647,0,13966406
Woodlawn,2018,65,3544196,55204,0,1850624,0,14406879
Greater Southwest Industrial Corridor (East),2018,66,1230366,910454,0,0,76100,3218971
Archer Courts,2018,67,497213,124663,0,0,174700,1883357
Roosevelt/Union,2018,68,5580155,5265100,0,0,0,7531592
Pulaski Corridor,2018,69,4484724,987184,0,3100000,0,12379600
Clark/Montrose,2018,70,4006047,760688,0,0,2925100,11726353
Galewood/Armitage Industrial,2018,71,4268101,4159989,2059694,0,0,15009202
24th/Michigan,2018,72,3391228,887746,0,0,0,15544540
111th Street/Kedzie Avenue Business District,2018,73,940598,154364,0,500000,52400,1666772
Clark Street and Ridge Avenue,2018,74,2719709,752034,0,1400000,772400,7897915
Madison/Austin Corridor,2018,75,2474574,28325048,18890000,0,0,3321686
Devon/Western,2018,76,3182846,164354,0,1968193,0,2509501
Lincoln Avenue,2018,77,3972755,17116614,10500000,0,0,4084255
South Works Industrial,2018,78,0,263164,0,0,0,991485
35th and Wallace,2018,79,1122001,178167,0,0,860200,6770170
Belmont/Central,2018,81,6597854,549568,0,1972047,0,14097845
Belmont/Cicero,2018,82,1388444,330330,0,0,272600,3701996
West Irving Park,2018,83,1352551,759956,500000,1700000,721800,2683662
Western Avenue North,2018,84,9399511,3142121,250000,10866666,0,7575935
Western Avenue South,2018,85,9169536,518876,250000,0,4088600,24578728
Central West,2018,86,23591439,28162838,0,0,15386600,49763204
Fullerton/Milwaukee,2018,87,9685642,3691128,0,0,0,20863786
Lawrence/Kedzie,2018,88,7916347,4233390,0,0,0,13018818
Midway Industrial Corridor,2018,89,2748443,229329,0,11641286,0,4346498
Peterson/Cicero,2018,90,511465,96828,0,0,831500,2384076
Peterson/Pulaski,2018,91,1733263,578394,0,0,1559200,6605640
Greater Southwest Industrial Corridor (West),2018,92,354022,94314,976540,0,10800,5154471
South Chicago,2018,93,1535490,1063300,0,0,229500,7200502
Chicago/Kingsbury,2018,94,34034914,5795267,0,0,10000000,57917125
Midwest,2018,95,18834683,22260083,8500000,14086378,0,33846122
Cicero/Archer,2018,96,827681,694829,0,0,55200,4607662
51st/Archer,2018,97,785968,18580306,13954017,0,0,3171304
63rd/Pulaski,2018,98,2201497,167431,0,2612731,0,3443456
Archer/Central,2018,99,518610,311894,0,0,27300,1564719
Ohio/Wabash,2018,100,1988062,1829557,0,0,0,1973489
Jefferson/Roosevelt,2018,101,7908634,593760,0,0,5000000,8874959
Montclare,2018,102,344426,207496,0,0,24300,725436
Lake Calumet Area Industrial,2018,103,4155705,1491911,0,0,0,12538756
River West,2018,104,22699022,2320848,0,0,20000000,63244598
53rd Street,2018,105,5556590,3773382,0,0,0,7603473
Englewood Neighborhood,2018,106,4499023,2634888,0,0,500200,23202086
Division/Homan,2018,107,1417901,772798,0,0,102700,6259351
Humboldt Park Commercial,2018,108,4206656,2873242,0,0,1267300,11130203
Lawrence/Broadway,2018,109,4401829,1240732,0,575824,0,13691879
Wilson Yard,2018,110,9384917,6560704,0,0,0,17506562
105th/Vincennes,2018,111,1038646,1426644,706761,0,0,2524684
79th Street/Southwest Highway,2018,112,1756655,274514,0,0,2172800,6284609
Roseland/Michigan,2018,113,608518,32564,0,946978,0,949683
119th and Halsted,2018,114,1335553,173525,0,0,210500,4498791
Chicago/Central Park,2018,115,7013275,33646395,18026466,0,0,27776452
Lawrence/Pulaski,2018,116,1702042,226233,0,0,0,6987302
47th/Ashland,2018,117,2881107,2402541,0,0,0,10515107
47th/King Drive,2018,118,7896419,3959835,0,400000,4108300,21340282
Lakefront,2018,119,413483,201987,0,0,0,1232909
47th/Halsted,2018,121,3257158,1510235,0,1587500,400000,12436784
Drexel Boulevard,2018,122,307955,443793,0,0,358242,0
Avalon Park/South Shore,2018,123,498862,117868,0,0,0,2738612
67th/Cicero,2018,124,286665,192213,0,976540,21300,817250
119th/I-57,2018,125,3349436,2309480,0,1037876,1057800,7416429
Madden/Wells,2018,126,1359250,3527718,0,0,0,2791942
87th/Cottage Grove,2018,127,1892689,603793,0,1892221,0,1750507
Commercial Avenue,2018,128,1448315,230921,0,0,83900,8773336
Diversey/Narragansett,2018,129,3061965,1643636,0,0,619500,4470807
Edgewater/Ashland,2018,130,524766,810600,1400000,0,0,5103894
35th/State,2018,131,2124744,1912455,0,0,60000,2378974
83rd/Stewart,2018,133,1376141,1268014,0,0,0,1480509
Devon/Sheridan,2018,134,1818149,25607,0,0,0,5633547
Pratt/Ridge Industrial Park Conservation Area,2018,135,688699,9290,0,0,0,2053482
47th/State,2018,136,1591896,115444,0,0,3347400,10610302
Ravenswood Corridor,2018,139,1815608,359279,0,500000,2781807,0
79th/Cicero,2018,140,605606,492366,0,0,41900,743313
26th and King Drive,2018,141,806341,742264,0,0,0,1445743
Western Avenue/Rock Island,2018,142,1219200,2317530,1831115,0,0,1748954
63rd/Ashland,2018,143,1188764,1567774,0,0,0,4503734
Harrison/Central,2018,144,254477,294549,0,0,0,1232208
73rd/University,2018,145,432603,8414,0,0,33000,1663786
Touhy/Western,2018,146,361450,2453260,1968193,0,0,3776762
LaSalle Central,2018,147,69007881,11880023,0,7300000,15000000,84770867
Harlem Industrial Park Conservation Area,2018,148,0,13989,0,0,0,406906
Stevenson/Brighton,2018,149,3858324,2227136,300000,0,0,3755821
Addison South,2018,150,4441304,886009,0,0,1549300,13242302
Armitage/Pulaski,2018,151,204325,279652,0,0,0,837738
Little Village Industrial Corridor,2018,152,99,169056,0,0,0,1086572
Elston/Armstrong Industrial Corridor,2018,153,596074,20055,0,0,32500,1512826
Pershing/King,2018,154,0,2812,0,0,0,165438
79th/Vincennes,2018,155,176688,5189,0,0,0,1964836
Austin Commercial,2018,156,1093192,589979,0,0,0,5015699
Hollywood/Sheridan,2018,157,64919,651387,575824,0,0,1116821
Weed/Freemont,2018,158,431528,747325,0,0,942316,0
Kennedy/Kimball,2018,160,353494,7677,0,0,0,733865
Ogden/Pulaski,2018,161,19177,1290277,0,0,0,2899043
Archer/Western,2018,163,28921,110756,0,0,0,623030
Little Village East,2018,164,-368,3408,0,0,0,359866
Irving Park/Elston,2018,165,-1287,5212,0,0,0,454622
North Pullman,2018,166,1237566,1101473,946978,0,0,2839240
Avondale,2018,167,66858,1224775,0,0,0,1297597
Ewing Avenue,2018,169,275802,6458,0,0,0,533133
West Woodlawn,2018,171,-911,16470,0,0,0,286258
Randolph/Wells,2018,172,394105,468901,0,0,0,633053
Montrose/Clarendon,2018,173,266331,6994,0,0,0,1063411
67th/Wentworth,2018,174,0,124635,0,0,0,504876
51st/Lake Park,2018,175,1868886,206533,0,0,0,1831507
107th/Halsted,2018,176,587691,167314,0,0,0,2508350
Foster/California,2018,177,335096,377039,366666,0,0,341649
Washington Park,2018,178,928492,1689723,1587500,0,0,1583992
Diversey/Chicago River,2018,179,0,331165,0,0,0,21875
Red Purple Modernization Phase One (Transit TIF),2018,180,16694184,222191,0,0,0,24419197
Foster/Edens,2018,181,0,0,0,0,0,0
116th/Avenue O,2018,182,0,0,0,0,0,0
35th/Halsted,2019,1,9723133,3718784,0,1400000,0,35054012
49th Street/St. Lawrence Avenue,2019,4,505666,444741,0,0,0,1793909
60th and Western,2019,5,168683,513747,0,800000,0,790140
95th and Western,2019,9,1177368,985561,1200000,0,0,3514807
Bryn Mawr/Broadway,2019,13,2660846,51810,0,0,2239000,6237138
Englewood Mall,2019,21,558512,13704,0,0,0,4873089
Goose Island,2019,23,5839784,1741326,0,0,0,19954447
Homan-Arthington,2019,24,597689,1035786,0,0,0,2974835
Irving/Cicero,2019,27,873540,149730,0,0,99000,2867858
Michigan/Cermak,2019,29,2494994,52437,0,0,0,9141232
Near North,2019,30,32435777,3308171,0,0,15767000,104925148
North Branch (North),2019,33,7314874,1038780,16000000,0,1224000,42147655
North Branch (South),2019,34,11685500,1970139,0,16000000,1249000,37406091
North-Cicero,2019,35,1139902,123600,0,0,214000,8329874
River South,2019,37,31338696,21538218,10000000,17000000,0,86803226
Roosevelt/Cicero,2019,38,4110900,99353,0,2514000,530000,15301962
Sanitary Drainage and Ship Canal,2019,42,686696,14936,0,1280000,0,1942775
Stockyards Annex,2019,43,1946471,40140,0,0,595000,8649429
Stockyards Southeast Quadrant Industrial,2019,45,1606519,125793,0,0,576000,7037259
Western/Ogden,2019,48,9441832,3621939,0,10350000,888000,24782007
Kinzie Industrial Corridor,2019,52,41093833,17400749,0,0,0,124495431
Pilsen Industrial Corridor,2019,53,18085740,15292988,0,0,0,50562328
Stony Island Avenue Commercial and Burnside Industrial Corridors,2019,54,3952899,1549635,0,3000000,0,7726527
43rd/Cottage Grove,2019,55,3249657,4359436,0,0,0,13896196
79th Street Corridor,2019,56,836016,720533,0,1000000,0,6591940
Jefferson Park Business District,2019,57,1143305,3242939,0,0,0,4801249
Portage Park,2019,58,3204073,2804345,0,0,0,13238560
71st/Stony Island,2019,60,2970098,20135710,8000000,0,0,7570581
Bronzeville,2019,61,4822973,1861305,1400000,0,0,28629998
Roosevelt/Racine,2019,62,1836077,8546126,10350000,0,0,9026522
Canal/Congress,2019,63,25098028,12229190,2575200,10000000,0,44056903
Northwest Industrial Corridor,2019,64,7967342,1002907,0,180000,0,21524537
Woodlawn,2019,65,3660943,1652939,0,5800000,0,11357727
Greater Southwest Industrial Corridor (East),2019,66,1200143,695383,0,0,0,3886936
Archer Courts,2019,67,416550,116820,0,0,112000,2166970
Roosevelt/Union,2019,68,5608811,5300719,0,0,0,8149321
Pulaski Corridor,2019,69,4296140,3749800,0,0,0,13568701
Clark/Montrose,2019,70,3947648,2724210,0,0,849000,12677819
Galewood/Armitage Industrial,2019,71,4009983,6509591,0,0,0,13298462
24th/Michigan,2019,72,3944907,538021,17000000,0,0,37139951
111th Street/Kedzie Avenue Business District,2019,73,716663,128284,0,1000000,0,1294921
Clark Street and Ridge Avenue,2019,74,2510132,3512737,3000000,0,372000,9934470
Madison/Austin Corridor,2019,75,2205324,773159,180000,144000,0,4961427
Devon/Western,2019,76,3139784,246085,0,2106384,0,3440870
Lincoln Avenue,2019,77,2815399,919501,0,0,0,6197252
South Works Industrial,2019,78,0,2784,0,0,1044666,0
35th and Wallace,2019,79,1417718,1854410,0,0,0,6683778
Belmont/Central,2019,81,4803812,1093719,0,0,0,18557115
Belmont/Cicero,2019,82,1302774,59993,0,0,0,5143917
West Irving Park,2019,83,1288033,389590,0,0,0,3740179
Western Avenue North,2019,84,8559650,987191,0,366668,0,15188413
Western Avenue South,2019,85,9731851,2684516,0,0,978000,31997089
Central West,2019,86,27721675,13972835,0,0,2122000,63966180
Fullerton/Milwaukee,2019,87,10243520,6940125,0,0,0,25314554
Lawrence/Kedzie,2019,88,7383792,9506277,1000000,0,0,12468149
Midway Industrial Corridor,2019,89,3371621,43279,0,4500000,0,3351931
Peterson/Cicero,2019,90,551919,11906,0,0,0,3053191
Peterson/Pulaski,2019,91,904647,881187,0,0,191000,6776744
Greater Southwest Industrial Corridor (West),2019,92,858114,54808,0,0,174000,6054113
South Chicago,2019,93,1157562,917557,0,0,0,7826449
Chicago/Kingsbury,2019,94,25682510,3631847,0,0,42043000,40135380
Midwest,2019,95,14570282,16847798,0,0,0,33164872
Cicero/Archer,2019,96,782627,13860,0,0,0,5618242
51st/Archer,2019,97,801120,1083918,1010306,0,0,4064936
63rd/Pulaski,2019,98,2016525,308000,0,1010306,0,4329282
Archer/Central,2019,99,505122,123996,0,0,0,2028105
Ohio/Wabash,2019,100,1950018,1988062,0,0,0,2027266
Jefferson/Roosevelt,2019,101,9213721,640336,0,0,5363000,12531171
Montclare,2019,102,333541,286552,0,0,0,807043
Lake Calumet Area Industrial,2019,103,3986728,3847997,0,0,0,13357647
River West,2019,104,25956969,5959068,0,0,33225000,52791189
53rd Street,2019,105,4959792,2691296,0,0,0,10272200
Englewood Neighborhood,2019,106,2524668,2265840,0,3175000,0,21484215
Division/Homan,2019,107,1792591,441561,0,0,196000,7760572
Humboldt Park Commercial,2019,108,4021169,1031337,0,0,385000,14312885
Lawrence/Broadway,2019,109,4663309,700379,0,575824,0,17818091
Wilson Yard,2019,110,8648801,11033526,0,0,0,15938094
105th/Vincennes,2019,111,778591,768051,0,0,0,2672027
79th Street/Southwest Highway,2019,112,1376456,184731,0,0,478000,7314092
Roseland/Michigan,2019,113,398817,23609,0,0,0,1374521
119th and Halsted,2019,114,778931,823573,0,0,0,4687224
Chicago/Central Park,2019,115,5287839,7108910,0,0,0,27296013
Lawrence/Pulaski,2019,116,1614355,969561,0,1200000,292000,6481202
47th/Ashland,2019,117,2224700,2365295,0,0,0,11000096
47th/King Drive,2019,118,8884846,2009945,0,1400000,0,27962840
Lakefront,2019,119,467399,201173,0,0,0,1562876
47th/Halsted,2019,121,3227214,731527,0,1587500,0,13983390
Avalon Park/South Shore,2019,123,500936,403401,0,0,0,2981730
67th/Cicero,2019,124,166844,205191,0,0,0,814417
119th/I-57,2019,125,2321737,2292113,0,0,0,7811723
Madden/Wells,2019,126,1621133,274355,0,0,0,4291674
87th/Cottage Grove,2019,127,1918182,106838,750000,0,0,4437071
Commercial Avenue,2019,128,1381973,157556,0,0,0,10463160
Diversey/Narragansett,2019,129,2004065,1923010,0,0,241000,4500775
Edgewater/Ashland,2019,130,803117,12899,0,0,0,6168689
35th/State,2019,131,1729539,1709832,0,0,0,2521566
83rd/Stewart,2019,133,978561,1170358,0,0,0,1344419
Devon/Sheridan,2019,134,1459500,1283899,0,3000000,0,3091989
Pratt/Ridge Industrial Park Conservation Area,2019,135,442412,7907,0,0,0,2588819
47th/State,2019,136,1897166,26620,0,0,0,13040030
79th/Cicero,2019,140,795614,557422,0,0,0,1016343
26th and King Drive,2019,141,849312,13796,0,0,0,2364397
Western Avenue/Rock Island,2019,142,1203203,951609,1000000,1200000,0,1925579
63rd/Ashland,2019,143,773989,2105982,800000,550000,0,3663021
Harrison/Central,2019,144,99349,604352,288000,0,0,1080049
73rd/University,2019,145,476063,8934,0,750000,0,1452038
Touhy/Western,2019,146,598916,2919442,2106384,0,0,3791059
LaSalle Central,2019,147,93583599,15845333,632000,2575200,46443000,118187536
Harlem Industrial Park Conservation Area,2019,148,0,139835,0,0,287889,0
Stevenson/Brighton,2019,149,4594951,6344226,4500000,0,0,6793259
Addison South,2019,150,5307287,11057532,0,176000,537000,7504978
Armitage/Pulaski,2019,151,131153,59280,0,0,0,954646
Little Village Industrial Corridor,2019,152,0,135582,0,0,0,1008303
Elston/Armstrong Industrial Corridor,2019,153,729184,175869,0,0,0,2149559
Pershing/King,2019,154,106238,4017,0,0,277385,0
79th/Vincennes,2019,155,287298,19341,1000000,0,0,3347255
Austin Commercial,2019,156,1242783,1233392,0,0,141000,5143663
Hollywood/Sheridan,2019,157,785220,614027,575824,0,0,1937241
Kennedy/Kimball,2019,160,818297,13067,0,0,0,1583878
Ogden/Pulaski,2019,161,42704,171020,2370000,0,0,5314551
Archer/Western,2019,163,1009673,145219,1400000,0,0,2936339
Little Village East,2019,164,0,30554,1280000,0,0,1657691
Irving Park/Elston,2019,165,-250,107999,200000,0,572534,0
North Pullman,2019,166,1764587,1191734,0,0,0,3630723
Avondale,2019,167,177403,28319,0,0,0,1515045
Ewing Avenue,2019,169,98268,4993,0,0,0,1028133
West Woodlawn,2019,171,320,116246,800000,0,0,988691
Randolph/Wells,2019,172,7074511,4715316,0,632000,0,2420453
Montrose/Clarendon,2019,173,198248,5552,0,0,0,1314309
67th/Wentworth,2019,174,0,23867,550000,0,0,1069947
51st/Lake Park,2019,175,577211,1163388,0,0,0,1310375
107th/Halsted,2019,176,230920,57921,0,0,0,2810368
Foster/California,2019,177,348022,373626,366668,0,0,706371
Washington Park,2019,178,1211809,4659313,4762500,0,0,3047783
Diversey/Chicago River,2019,179,99167,3937,176000,0,0,297137
Red Purple Modernization Phase One (Transit TIF),2019,180,45522999,514703,0,0,0,71128072
Foster/Edens,2019,181,477834,6217,0,0,0,476057
116th/Avenue O,2019,182,16016,1576,0,0,0,14607
Cortland/Chicago River,2019,183,0,0,0,0,0,0
Roosevelt/Clark,2019,184,0,0,0,0,0,0
35th/Halsted,2020,1,10846352,2835033,0,5300000,0,38919509
49th Street/St. Lawrence Avenue,2020,4,574745,198658,0,0,2296001,0
60th and Western,2020,5,218182,8990,0,500000,519264,0
95th and Western,2020,9,1528560,3209545,0,0,0,1955761
Bryn Mawr/Broadway,2020,13,2857000,26409499,25592920,0,2584889,5887656
Englewood Mall,2020,21,844757,138895,0,0,0,5744682
Goose Island,2020,23,7706793,4206746,0,100000,9183000,14621158
Homan-Arthington,2020,24,595706,792818,0,0,111000,2752888
Irving/Cicero,2020,27,955213,726354,0,1000000,2204111,0
Michigan/Cermak,2020,29,2934662,709526,0,0,5109000,6626986
Near North,2020,30,34398642,3935581,0,0,0,139415438
North Branch (North),2020,33,8199442,831809,0,0,0,51049219
North Branch (South),2020,34,9041805,1093200,0,0,0,46658692
North-Cicero,2020,35,1912890,675163,0,0,0,9859420
River South,2020,37,18407336,20583069,0,2450000,14548000,80135842
Roosevelt/Cicero,2020,38,4169475,335014,0,144304,2496000,16972600
Sanitary Drainage and Ship Canal,2020,42,1057998,816424,0,0,0,2255525
Stockyards Annex,2020,43,2492925,4423650,0,0,7018301,0
Stockyards Southeast Quadrant Industrial,2020,45,2219030,799474,0,0,0,8717462
Western/Ogden,2020,48,11737673,2029771,0,0,8274000,26969735
Kinzie Industrial Corridor,2020,52,62715635,11665311,0,10660335,0,169833503
Pilsen Industrial Corridor,2020,53,22470976,9117520,0,0,16445000,48796787
Stony Island Avenue Commercial and Burnside Industrial Corridors,2020,54,3625074,2322128,0,1500000,0,7743462
43rd/Cottage Grove,2020,55,3998062,6939239,0,0,0,11304024
79th Street Corridor,2020,56,1102033,1167533,0,0,0,6747829
Jefferson Park Business District,2020,57,1423473,4039538,2500000,0,0,4828490
Portage Park,2020,58,3492861,1110320,1000000,2500000,2496000,11959510
71st/Stony Island,2020,60,3771025,3072127,0,0,0,8513871
Bronzeville,2020,61,5553632,4280179,3600000,0,0,34522353
Roosevelt/Racine,2020,62,2159364,4289859,0,0,0,7097218
Canal/Congress,2020,63,40184303,5658501,0,0,3822000,76742941
Northwest Industrial Corridor,2020,64,9875536,1177830,0,6000000,0,24986223
Woodlawn,2020,65,4203405,382695,0,0,0,15617384
Greater Southwest Industrial Corridor (East),2020,66,1196369,998845,0,0,0,4206805
Archer Courts,2020,67,432004,117147,0,0,325000,2221173
Roosevelt/Union,2020,68,6281284,5942799,0,0,0,8711245
Pulaski Corridor,2020,69,5755391,1003295,0,0,0,18857464
Clark/Montrose,2020,70,4174953,355904,0,0,5217000,11593906
Galewood/Armitage Industrial,2020,71,5011961,13613324,6000000,0,0,11141753
24th/Michigan,2020,72,5471255,2759907,0,0,0,41255001
111th Street/Kedzie Avenue Business District,2020,73,917466,455422,0,0,0,1801200
Clark Street and Ridge Avenue,2020,74,3094191,1922752,0,0,1521000,9880585
Madison/Austin Corridor,2020,75,3033500,371638,0,144305,0,7697376
Devon/Western,2020,76,3514693,164894,1800000,3713311,0,5164721
Lincoln Avenue,2020,77,3629756,233361,0,0,1907000,7905485
35th and Wallace,2020,79,1490721,359629,4500000,0,0,12659147
Belmont/Central,2020,81,5606327,1605136,0,0,0,23226421
Belmont/Cicero,2020,82,1463926,32006,0,0,828000,5914128
West Irving Park,2020,83,1397400,39269,0,0,97000,5146428
Western Avenue North,2020,84,9886608,854638,0,2900000,3613000,18214957
Western Avenue South,2020,85,11144073,1803631,0,0,3495000,38969127
Central West,2020,86,32258151,5591050,0,0,36992000,55140132
Fullerton/Milwaukee,2020,87,12869784,8644480,0,0,607000,29909320
